iter	Logloss
145	0.137291426
146	0.136736034
147	0.1361475842
148	0.1359048577
149	0.135342072
150	0.1350110314
151	0.1346253978
152	0.1342571093
153	0.1339731893
154	0.1334289271
155	0.1331052453
156	0.1329976481
157	0.1327069979
158	0.132542477
159	0.1324739085
160	0.1322518006
161	0.131939685
162	0.1316125551
163	0.1313740536
164	0.1307021955
165	0.1303144058
166	0.1298671347
167	0.129829075
168	0.129472929
169	0.1290493142
170	0.1286731606
171	0.1278306887
172	0.1275673786
173	0.1271173	0.1292508647
174	0.1290136726
175	0.1287247333
176	0.128507217
177	0.1280566462
178	0.1278374888
179	0.1276253235
180	0.1274079382
181	0.1272244486
182	0.1269914116
183	0.126937517
184	0.1266779867
185	0.1265235307
186	0.1260086513
187	0.125939786
188	0.1255872539
189	0.1253771662
190	0.1253183745
191	0.1252295191
192	0.1250869437
193	0.124917613
194	0.1244410901
195	0.1240677124
196	0.1238180724
197	0.1237670235
198	0.1233533427
199	0.1230730978
200	0.1228270716
201	0.1225554949
202	0.1224969214
203	0.1222394773
204	0.1221763122
205	0.1219660848
206	0.1215800933
207	0.1212141792
208	0.1206522577
209	0.1204106049
210	0.120210294
211	0.1200486626
212	0.1197983242
213	0.1197439495
214	0.1194091727
215	0.1191496685
216	0.1189769596
217	0.1189027258
218	0.1187300868
219	0.1186031193
220	0.1182586094
221	0.118020169
222	0.1177003018
223	0.1171036989
224	0.1166259626
225	0.1165492496
226	0.1164644708
227	0.1163115512
228	0.1159122039
229	0.1158772781
230	0.11584326
231	0.1157918009
232	0.1155808927
233	0.1153700717
234	0.1152886275
235	0.1150113592
236	0.1147521606
237	0.1144670884
238	0.1142554294
239	0.1142184609
240	0.1141414511
241	0.114087059
242	0.1138590413
243	0.1133775864
244	0.1132251905
245	0.1129909315
246	0.112653274
247	0.1124107745
248	0.1121695058
249	0.1121282076
250	0.1119887136
251	0.1118186497
252	0.1117859934
253	0.1116247985
254	0.1114301005
255	0.1113948866
256	0.1112387022
257	0.1109829866
258	0.1108827569
259	0.1107903749
260	0.1105000651
261	0.1103832498
262	0.1102901171
263	0.1101129213
264	0.1099060897
265	0.1096454158
266	0.1095120934
267	0.1093150211
268	0.109202553
269	0.1087711605
270	0.1087248778
271	0.1085823635
272	0.1084981958
273	0.1082573112
274	0.1082080693
275	0.1081709436
276	0.1078437177
277	0.1077186881
278	0.1076637198
279	0.1075856364
280	0.1075195208
281	0.1074423364
282	0.1072301275
283	0.1071996798
284	0.10705844
285	0.1070301396
286	0.1068673385
287	0.1066484779
288	0.1065979004
289	0.1065241903
290	0.106494598
291	0.1063072414
292	0.1060684955
293	0.1058051068
294	0.1057455993
295	0.1056505286
296	0.1053208235
297	0.1050569809
298	0.1050331413
299	0.1048362959
300	0.1047625072
301	0.1043881519
302	0.1041551411
303	0.1039101799
304	0.1038532824
305	0.1038127437
306	0.1036292017
307	0.1033719934
308	0.1032642391
309	0.1031136589
310	0.10307951
311	0.1028129002
312	0.1027892176
313	0.102525986
314	0.1024678839
315	0.1023040352
316	0.1021813888
317	0.1020106964
318	0.1019498707
319	0.1018462541
320	0.1015405895
321	0.1015082562
322	0.1013497237
323	0.101325884
324	0.1012899368
325	0.1008624114
326	0.1006843864
327	0.1005983942
328	0.1005735768
329	0.1004222198
330	0.1003930552
331	0.1000270014
332	0.09987364535
333	0.09979172975
334	0.09966740728
335	0.0996316434
336	0.09948643176
337	0.09934932962
338	0.09929306938
339	0.09912539729
340	0.09909394568
341	0.09906931164
342	0.09895082033
343	0.09889477832
344	0.09867613594
345	0.09845133068
346	0.09842697597
347	0.09838657685
348	0.09836416004
349	0.09825082775
350	0.09819634828
351	0.09787229106
352	0.09783232839
353	0.09778554816
354	0.09749846819
355	0.09745623591
356	0.09741357589
357	0.09737413699
358	0.09735357952
359	0.09715845383
360	0.09708669911
361	0.0970627285
362	0.09697559278
363	0.09674968763
364	0.09662029345
365	0.09632869171
366	0.09630675501
367	0.09609666733
368	0.09606401107
369	0.09602596012
370	0.09598854641
371	0.09588332362
372	0.09570760312
373	0.09547900935
374	0.09545933355
375	0.0953963343
376	0.09535414567
377	0.09531910632
378	0.09525901393
379	0.09506663796
380	0.09492373085
381	0.09489041117
382	0.09473534416
383	0.09471215918
384	0.09468069011
385	0.09466262049
386	0.09437965201
387	0.09435531477
388	0.09427786855
389	0.09423051219
390	0.09420411483
391	0.094391	0.08864252191
392	0.08861625549
393	0.08852992287
394	0.08849900374
395	0.08829589949
396	0.08807352097
397	0.08804392869
398	0.08783235703
399	0.08780371624
400	0.0875753669
401	0.0875487775
402	0.08751814644
403	0.08748960168
404	0.0872289627
405	0.08714426246
406	0.08708891007
407	0.08706363879
408	0.08703231812
409	0.087000238
410	0.08680179517
411	0.08668150564
412	0.08664273888
413	0.08645738999
414	0.08643100136
415	0.08637141527
416	0.0860501776
417	0.08602933207
418	0.08594316531
419	0.08582508428
420	0.08576697343
421	0.08573991265
422	0.08569461639
423	0.08566087771
424	0.08539116028
425	0.08522971217
426	0.0852123147
427	0.08498617386
428	0.08484806785
429	0.08479738563
430	0.08476513965
431	0.08454208898
432	0.08451853737
433	0.08449221858
434	0.08446052254
435	0.08443920563
436	0.0844146938
437	0.08438886385
438	0.0842602553
439	0.08423747187
440	0.08396319776
441	0.0839426141
442	0.08376713803
443	0.08359365223
444	0.08344836202
445	0.08342369307
446	0.08339087096
447	0.0833611652
448	0.08333983956
449	0.08325859611
450	0.08296062199
451	0.08273531916
452	0.08249173721
453	0.08228204234
454	0.08225584576
455	0.08222519724
456	0.08216184009
457	0.08205312559
458	0.08202591641
459	0.08198498479
460	0.08193902511
461	0.08191984687
462	0.08189718565
463	0.08186462542
464	0.08162152358
465	0.0815785144
466	0.08153743438
467	0.08152148598
468	0.08124658336
469	0.08097767775
470	0.08094711653
471	0.08074104431
472	0.08072178751
473	0.08054268006
474	0.08050709949
475	0.0804069746
476	0.08037046873
477	0.08034730994
478	0.08033212099
479	0.08014274789
480	0.0801200954
481	0.07995685778
482	0.07993854374
483	0.07992354683
484	0.0798826485	0485	0.0796833486	0.08460264402
487	0.08434555787
488	0.08422548656
489	0.08421174667
490	0.08395243455
491	0.08392857741
492	0.08376286068
493	0.08373751957
494	0.08358318582
495	0.08354533564
496	0.08345318059
497	0.08334540884
498	0.08332284364
499	0.08329844529
500	0.08308763308
501	0.08283542659
502	0.08280115542
503	0.08278399365
504	0.08276653508
505	0.08248379356
506	0.08245791123
507	0.08220226541
508	0.08206713609
509	0.08204528669
510	0.08201656734
511	0.08179533236
512	0.08177938396
513	0.08176680506
514	0.08157126909
515	0.0814180265
516	0.08136893301
517	0.08135296715
518	0.08115761449
519	0.08098322958
520	0.08096065565
521	0.08092243884
522	0.08076775592
523	0.0806565623
524	0.08054530757
525	0.08053083442
526	0.08043129439
527	0.08023181278
528	0.08001819846
529	0.07989934926
530	0.07977830027
531	0.07956403999
532	0.0795484844
533	0.07952475821
534	0.07931899151
535	0.07910204261
536	0.07905709553
537	0.07903403276
538	0.07886576707
539	0.07882785579
540	0.07857964732
541	0.07843576252
542	0.07834052603
543	0.07830014436
544	0.07822112688
545	0.07820042102
546	0.07817119537
547	0.07810066276
548	0.07807809756
549	0.07805539269
550	0.07803890307
551	0.0780202835
552	0.07799471543
553	0.07782803848
554	0.07777287813
555	0.07761713897
556	0.07748674964
557	0.07743809261
558	0.07725783289
559	0.07706735991
560	0.07694829247
561	0.07692774373
562	0.07668266035
563	0.07666827448
564	0.07660385237
565	0.0764907994
566	0.07647647465
567	0.07642111353
568	0.07617707765
569	0.07604454966
570	0.07602335496
571	0.07598026721
572	0.07581507423
573	0.07579684749
574	0.07575123697
575	0.07567462005
576	0.07564462622
577	0.07560733472
578	0.07536789045
579	0.07534346591
580	0.07532628668
581	0.07531051287
582	0.0752316787
583	0.07521640245
584	0.0749159754
585	0.07490281164
586	0.07488369451
587	0.07478356962
588	0.07477385392
589	0.07469781313
590	0.07461038061
591	0.07437109347
592	0.07434825766
593	0.07431695445
594	0.07425351001
595	0.07424375067
596	0.07404140586
597	0.07402708983
598	0.07396088694
599	0.07394456318
600	0.07393026461
601	0.07387963476
602	0.07379106744
603	0.0737254756
604	0.07361866408
605	0.07355555135
606	0.07337357196
607	0.07319147909
608	0.07308838624
609	0.07302921042
610	0.07286477253
611	0.0728409634
612	0.07268694391
613	0.07263288345
614	0.07262095488
615	0.07256275238
616	0.07255160945
617	0.07250115855
618	0.07246648583
619	0.07239574371
524
620	0.07007947175
621	0.06988244308
622	0.06983527875
623	0.06970829822
624	0.06968298766
625	0.06962626477
626	0.06959591741
627	0.06952731833
628	0.06936675187
629	0.06935264535
630	0.06933597242
631	0.06919757398
632	0.06918280839
633	0.06913559606
634	0.06912554865
635	0.06908989389
636	0.06899869906
637	0.06894467352
638	0.06881365132
639	0.06880301905
1	0.06997222813
642	0.06991581513
643	0.06981166604
644	0.06979199023
645	0.06966345152
646	0.06955681458
647	0.06954623905
648	0.06953762762
649	0.06948934158
650	0.06941457089
651	0.06934658286
652	0.06925555825
653	0.06918564541
654	0.06905275079
655	0.06903475973
656	0.06901754995
657	0.06900358746
658	0.06898961187
659	0.06897649176
660	0.06884748603
661	0.0688119011
662	0.06877512463
663	0.06869198256
664	0.06868363736
665	0.06850366134
666	0.0684905325
667	0.0684152206
668	0.06835002594
669	0.06831814223
670	0.06828284536
671	0.06824423137
672	0.06823087993
673	0.06821828358
674	0.06821044468
675	0.06820257959
676	0.06818734263
677	0.06817580688
678	0.06803251568
679	0.06788386033
680	0.06779978859
681	0.06776767355
682	0.0677602362
683	0.0677480283
684	0.06774077426
685	0.06764724871
686	0.06755656454
687	0.06754562238
688	0.06749861519
689	0.06745589407
690	0.06728569485
691	0.06724284715
692	0.06716160371
693	0.06705450412
694	0.06696840718
695	0.06693973148
696	0.0668998823
697	0.06688741688
698	0.06687793688
699	0.06682102195
700	0.06676089464
701	0.06670422412
702	0.06664198869
703	0.06647171963
704	0.06644035968
705	0.06642089774
706	0.06630085699
707	0.06626989421
708	0.06617000501
709	0.06615951678
710	0.06612973682
711	0.06609513831
712	0.06601827259
6
712	0.06247721657
713	0.06246295292
714	0.06242786992
715	0.06241619014
716	0.0622829638
717	0.06222863274
718	0.06221949318
719	0.06221014411
720	0.06202361676
721	0.06200774693
722	0.06186973694
723	0.06185385837
724	0.06184509417
725	0.06183799726
726	0.06171453463
727	0.06166098047
728	0.06165109892
729	0.06163268886
730	0.06162472339
731	0.06151668103
732	0.06150688241
733	0.06146438389
734	0.06145066146
735	0.06141786553
736	0.06138630917
737	0.06136065381
738	0.06134901767
739	0.06134053717
740	0.06122440713
741	0.0610798982
742	0.06106690902
743	0.06094011617
744	0.06082483287
745	0.06081708127
746	0.06071706986
747	0.06062912232
748	0.06060172546
749	0.06050345554
750	0.06047691415
751	0.0604589231
752	0.06040785242
753	0.06037497357
754	0.06036223318
755	0.06028282724
756	0.06023100585
757	0.06007163094
758	0.06005717088
759	0.06000305804
760	0.05989423005
761	0.05988397315
762	0.05976752449
763	0.05960386787
764	0.05952141105
765	0.05949621397
766	0.05948439015
767	0.05942516632
768	0.05937574548
769	0.05935054404
770	0.05934117315
771	0.0593257485
772	0.05919391449
773	0.05908166898
774	0.05907390429
775	0.05905752378
776	0.05896790459
777	0.05894176038
778	0.05881247095
779	0.05880399481
780	0.05874240971
781	0.05868781677
782	0.05858107508
783	0.05856877988
784	0.05841437194
785	0.05838556093
786	0.05836059954
787	0.05820160436
788	0.05819196286
789	0.05816813628
790	0.05811178439
791	0.05800582397
792	0.05799925082
793	0.05795341335
794	0.05789575642
795	0.05788238316
796	0.05785684127
797	0.05784548884
798	0.05779236241
799	0.05776857948
800	0.05765595425
801	0.05762713015
802	0.05753458228
803	0.05747246469
804	0.05738228246
805	0.05736815411
806	0.05727140309
807	0.05726202784
808	0.05709961514
809	0.0570817201
810	0.0570525512
811	0.05690221983
812	0.0568748928
813	0.05682971876
814	0.0567381442
815	0.05670758734
816	0.05659864151
817	0.05658697482
818	0.05657457487
819	0.05648536595
820	0.05647546694
821	0.05642940251
822	0.05633901513
823	0.05632506137
824	0.05626697671
825	0.05616233878
826	0.05611581169
827	0.05608808312
828	0.05605402582
829	0.05604144692
830	0.05600262343
831	0.05596022966
832	0.0558729761
833	0.05583533979
834	0.05582563282
835	0.05581388757
836	0.05575190529
837	0.05574165274
838	0.05568141632
839	0.05567261283
840	0.05563440912
841	0.05558722734
842	0.05556145849
843	0.05548088283
844	0.05547281261
845	0.05538760606
846	0.05533988743
847	0.05531920339
848	0.05530139565
849	0.05528770377
850	0.05527574029
851	0.05518909777
852	0.05513951107
853	0.05513151505
854	0.05509176625
855	0.05500495788

859	0.05815668346
860	0.05806033835
861	0.0580489379
862	0.0580385326
863	0.05801208287
864	0.05798570733
865	0.0579409392
866	0.05792819881
867	0.05790747985
868	0.05786380724
869	0.05785340193
870	0.05780045446
871	0.05776545439
872	0.05775647633
873	0.05774483146
874	0.05770619128
875	0.05769742708
876	0.0575645761
877	0.05753831405
878	0.05753082433
879	0.05748706879
880	0.05747664166
881	0.05740585153
882	0.05739148749
883	0.05738281058
737415549
883	0.05731389724
884	0.05730079022
885	0.05728852994
886	0.05727517414
887	0.0571758654886	0.05566317211
887	0.0556230174
888890	0.057061904889891	0.056944308890892	0.056905122891	0.05551723594
892	0.05551181069
893	0.05550470068
894	0.05546995377
895	0.05536154479
896	0.05527804482
897	0.0552690973
898	0.05519073451
899	0.05518206633
900	0.05515884644
901	0.0551084741
902	0.05509514885
903	0.05498077777
904	0.05497055577
661
907	0.05647884517
908	0.05646376097
909	0.05640934698
910	0.05633440607
911	0.05632868402
912	0.0562975554
913	0.05626158201
914	0.05625066604
915	0.05624023455
916	0.0562269835
917	0.05621048078
918	0.05611319291
919	0.05610417119
920	0.05609309373
921	0.05608301141
922	0.05600938426
923	0.05600424271
924	0.05597966105
925	0.05597462425
926	0.05596493038
927	0.05594463043
928	0.05584145902
929	0.05583268609
43498
930	0.0548318582
931	0.05479151767
932	0.05478332768
933	0.0547704838
934	0.05474220895
935	0.05459226688
936	0.05452667395
937	0.05452063146
938	0.05437970317
939	0.05436383959
940	0.05435146292
941	0.05433554358
942	0.05425973936
943	0.05420389459
944	0.05419625379
945	0.05418733786
946	0.05417706099
947	0.05416777065
948	0.05407725481
949	0.0540526381
950	0.05402195094
951	0.05399587293
952	0.05392447342
953	0.05388909586
954	0.05384285926
955	0.05371667334
956	0.05370138267
957	0.05368987
958	0.05363787799
959	0.05362653802
960	0.05354084511
961	0.05348233852
962	0.05342991939
963	0.05334553206
05339058586
965	0.05338381193
966	0.0533733237
967	0.05334766833
968	0.05333691822
969	0.0532954192
970	0.0532629419
971	0.05324944642
972	0.05322919012
973	0.05322385216
974	0.05312132672
975	0.05304288537
976	0.05303262846
977	0.0530238468
93133447
979	0.05387946943
980	0.05387484291
981	0.05382625135
982	0.05381193532
983	0.05378897294
984	0.05369711904
985	0.05369257981
986	0.05359787581
987	0.0535905694
988	0.05355967646
989	0.053528478
990	0.05351695534
991	0.05350874982
992	0.05348567832
993	0.05337075292
994	0.05336597801
995	0.05335692574
996	0.05334661209
997	0.0533099971
998	0.05329881926
999	0.05325746864
